51 	79 	17 	6 	130 	70 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	165 	57 	83 	98 	70 	103 	60 	6 	8 	0 	26 	0 	0 	0 	0 	0 	88 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	178 	44 	2 	0 	0 	87 	0 	0 	0 	105 	0 	0 
0 	0 	0 	0 	0 	105 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	149 	0 	6 	4 	1 	0 	108 	117 	0 	0 	0 	45 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	154 	70 	0 	0 	0 	0 	0 	0 	0 	77 	0 	0 
0 	0 	0 	0 	0 	104 	168 	211 	233 	0 	0 	0 	0 	0 	0 	184 	223 	0 	0 	158 	135 	156 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	247 	0 	0 	0 	0 	0 
80 	92 	9 	26 	66 	94 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	64 	51 	1 	18 	0 	0 	1 	2 	0 	0 	10 	56 	70 	42 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	118 	73 	109 	0 	0 	0 	0 	0 	0 	42 	0 	0 
0 	0 	0 	257 	29 	103 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	194 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	7 	87 	0 	0 	0 	187 	0 	0 	83 	112 	0 	0 
0 	61 	0 	0 	0 	38 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	65 	65 	51 	34 	40 	13 	36 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	73 	0 	0 	0 	0 	65 	0 	0 	0 	45 	0 	0 
0 	358 	0 	0 	0 	364 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	434 	0 	343 	297 	222 	182 	247 	51 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	499 	0 	0 	0 	0 	0 	0 	0 	0 	346 	0 	0 
0 	0 	0 	0 	0 	87 	85 	0 	184 	179 	168 	0 	0 	0 	0 	153 	152 	0 	0 	135 	119 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	181 	0 	0 	0 	0 	0 	0 	0 
156 	214 	0 	0 	0 	312 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	230 	389 	255 	143 	0 	0 	0 	0 	0 	0 	0 	0 	0 	94 	101 	242 	176 	0 	0 	0 	0 	0 	68 	0 	0 
0 	0 	0 	0 	0 	69 	32 	0 	67 	59 	60 	0 	0 	0 	0 	43 	75 	0 	0 	68 	39 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	19 	13 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	96 	0 	0 	0 	0 	0 	0 	0 
54 	0 	34 	0 	0 	84 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	35 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	16 	19 	71 	30 	0 	3 	0 	0 	5 	22 	0 	0 
0 	0 	0 	0 	0 	130 	110 	0 	233 	225 	213 	0 	0 	0 	0 	196 	209 	0 	0 	195 	159 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	231 	0 	0 	0 	0 	0 	0 	0 
0 	0 	0 	0 	0 	80 	69 	0 	141 	126 	135 	0 	0 	0 	0 	120 	129 	0 	0 	131 	110 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	78 	59 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	143 	0 	0 	0 	0 	0 	0 	0 
0 	0 	0 	0 	0 	82 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	132 	0 	72 	38 	68 	54 	0 	125 	70 	0 	0 	56 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	145 	94 	0 	0 	0 	0 	0 	0 	0 	100 	0 	0 
0 	0 	0 	0 	0 	1702 	0 	0 	2163 	1305 	0 	1521 	1421 	1665 	1590 	1378 	1872 	1333 	1734 	1232 	700 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2155 	0 	0 	0 	2272 	0 	0 	0 	0 	0 	0 	0 	0 
0 	0 	0 	179 	13 	72 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	200 	66 	102 	194 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	215 	0 
0 	0 	0 	0 	0 	63 	40 	0 	91 	75 	70 	0 	0 	0 	0 	57 	100 	0 	0 	78 	52 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	117 	0 	0 	0 	0 
35 	76 	10 	0 	0 	93 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	31 	102 	102 	90 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	6 	32 	106 	0 	0 	0 	0 	0 	0 	0 	14 
0 	72 	9 	6 	44 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	66 	45 	45 	44 	39 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	89 	0 	0 	0 	0 	0 	0 	0 	0 	51 	0 	0 
87 	56 	0 	0 	0 	56 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	125 	0 	41 	122 	0 	0 	0 	128 	0 	0 	0 	60 	0 	0 
